Date,Handysize_Index,Supramax_Index,Panamax_Index,Capesize_Index
2021-05-26,1714,2517,3574,5950
2021-05-27,1716,2520,3579,5960
2021-05-28,1718,2523,3584,5969
2021-05-31,1724,2533,3599,5998
2021-06-01,1726,2536,3604,6007
2021-06-02,1725,2533,3599,5998
2021-06-03,1723,2531,3594,5988
2021-06-04,1722,2528,3590,5979
2021-06-07,1718,2520,3576,5951
2021-06-08,1716,2517,3571,5941
2021-06-09,1715,2515,3566,5932
2021-06-10,1713,2512,3561,5922
2021-06-11,1712,2509,3557,5913
2021-06-14,1708,2502,3543,5884
2021-06-15,1706,2499,3538,5874
2021-06-16,1705,2496,3533,5865
2021-06-17,1704,2494,3529,5855
2021-06-18,1702,2491,3524,5846
2021-06-21,1698,2484,3510,5817
2021-06-22,1697,2481,3506,5807
2021-06-23,1696,2479,3501,5798
2021-06-24,1694,2476,3496,5788
2021-06-25,1693,2474,3492,5779
2021-06-28,1689,2466,3478,5750
2021-06-29,1688,2464,3474,5741
2021-06-30,1686,2461,3469,5731
2021-07-01,1685,2459,3465,5721
2021-07-02,1698,2479,3498,5784
2021-07-05,1736,2540,3598,5973
2021-07-06,1748,2561,3631,6036
2021-07-07,1761,2581,3665,6099
2021-07-08,1773,2602,3698,6163
2021-07-09,1786,2622,3732,6226
2021-07-12,1823,2683,3832,6417
2021-07-13,1836,2703,3865,6480
2021-07-14,1848,2724,3899,6544
2021-07-15,1861,2744,3932,6608
2021-07-16,1873,2764,3966,6672
2021-07-19,1911,2825,4067,6864
2021-07-20,1923,2845,4100,6928
2021-07-21,1936,2866,4134,6993
2021-07-22,1948,2886,4168,7057
2021-07-23,1960,2906,4202,7122
2021-07-26,1997,2967,4303,7316
2021-07-27,2010,2987,4337,7381
2021-07-28,2022,3008,4370,7446
2021-07-29,2035,3028,4404,7511
2021-07-30,2047,3048,4438,7576
2021-08-02,2084,3109,4540,7772
2021-08-03,2096,3129,4574,7837
2021-08-04,2108,3150,4608,7903
2021-08-05,2121,3170,4642,7969
2021-08-06,2133,3190,4676,8034
2021-08-09,2170,3251,4779,8233
2021-08-10,2182,3271,4813,8299
2021-08-11,2194,3292,4848,8365
2021-08-12,2206,3312,4882,8432
2021-08-13,2219,3332,4916,8498
2021-08-16,2255,3393,5020,8698
2021-08-17,2267,3414,5054,8765
2021-08-18,2280,3434,5089,8833
2021-08-19,2292,3454,5123,8900
2021-08-20,2304,3475,5158,8967
2021-08-23,2340,3536,5262,9170
2021-08-24,2353,3556,5297,9238
2021-08-25,2365,3577,5332,9306
2021-08-26,2377,3597,5367,9374
2021-08-27,2389,3618,5402,9442
2021-08-30,2425,3679,5507,9648
2021-08-31,2437,3699,5542,9717
2021-09-01,2450,3720,5577,9786
2021-09-02,2429,3684,5513,9653
2021-09-03,2407,3648,5449,9522
2021-09-06,2344,3540,5258,9129
2021-09-07,2323,3504,5194,8999
2021-09-08,2301,3468,5131,8870
2021-09-09,2280,3432,5067,8741
2021-09-10,2259,3395,5004,8612
2021-09-13,2194,3287,4815,8230
2021-09-14,2173,3250,4752,8104
2021-09-15,2151,3214,4689,7978
2021-09-16,2129,3178,4626,7852
2021-09-17,2108,3141,4563,7727
2021-09-20,2042,3032,4375,7355
2021-09-21,2020,2995,4313,7232
2021-09-22,1998,2958,4250,7110
2021-09-23,1976,2922,4188,6988
2021-09-24,1954,2885,4126,6866
2021-09-27,1887,2774,3940,6505
2021-09-28,1864,2737,3878,6386
2021-09-29,1842,2700,3816,6267
2021-09-30,1819,2663,3754,6148
2021-10-01,1796,2626,3693,6030
2021-10-04,1777,2595,3640,5927
2021-10-05,1771,2584,3622,5893
2021-10-06,1764,2574,3604,5858
2021-10-07,1758,2563,3587,5824
2021-10-08,1751,2552,3569,5790
2021-10-11,1731,2521,3517,5689
2021-10-12,1725,2510,3499,5655
2021-10-13,1718,2500,3482,5621
2021-10-14,1712,2489,3464,5588
2021-10-15,1705,2479,3447,5555
2021-10-18,1685,2447,3394,5455
2021-10-19,1679,2436,3377,5422
2021-10-20,1672,2426,3360,5389
2021-10-21,1666,2415,3342,5356
2021-10-22,1659,2404,3325,5323
2021-10-25,1639,2372,3273,5225
2021-10-26,1632,2362,3255,5192
2021-10-27,1626,2351,3238,5160
2021-10-28,1619,2340,3221,5127
2021-10-29,1612,2330,3203,5095
2021-11-01,1592,2297,3152,4998
2021-11-02,1581,2279,3122,4944
2021-11-03,1569,2261,3093,4891
2021-11-04,1558,2243,3064,4837
2021-11-05,1547,2225,3035,4784
2021-11-08,1512,2170,2948,4624
2021-11-09,1501,2152,2919,4571
2021-11-10,1489,2134,2890,4518
2021-11-11,1478,2115,2860,4466
2021-11-12,1466,2097,2831,4413
2021-11-15,1431,2042,2744,4256
2021-11-16,1420,2023,2715,4204
2021-11-17,1408,2005,2686,4152
2021-11-18,1396,1986,2657,4100
2021-11-19,1384,1968,2628,4048
2021-11-22,1349,1912,2541,3894
2021-11-23,1337,1893,2512,3843
2021-11-24,1325,1874,2483,3792
2021-11-25,1313,1856,2455,3741
2021-11-26,1301,1837,2426,3690
2021-11-29,1265,1781,2339,3538
2021-11-30,1253,1762,2310,3488
2021-12-01,1241,1743,2281,3437
2021-12-02,1240,1741,2279,3433
2021-12-03,1239,1739,2276,3429
2021-12-06,1235,1734,2269,3418
2021-12-07,1234,1733,2267,3414
2021-12-08,1233,1731,2264,3410
2021-12-09,1231,1729,2262,3406
2021-12-10,1230,1728,2260,3402
2021-12-13,1226,1722,2252,3390
2021-12-14,1225,1721,2250,3387
2021-12-15,1224,1719,2247,3383
2021-12-16,1223,1717,2245,3379
2021-12-17,1221,1715,2243,3375
2021-12-20,1218,1710,2235,3363
2021-12-21,1216,1708,2233,3360
2021-12-22,1215,1707,2230,3356
2021-12-23,1214,1705,2228,3352
2021-12-24,1213,1703,2225,3348
2021-12-27,1209,1698,2218,3337
2021-12-28,1207,1696,2215,3333
2021-12-29,1206,1694,2213,3329
2021-12-30,1205,1692,2210,3325
2021-12-31,1204,1690,2208,3321
2022-01-03,1200,1685,2200,3310
2022-01-04,1198,1683,2198,3306
2022-01-05,1197,1681,2195,3302
2022-01-06,1196,1679,2193,3299
2022-01-07,1194,1677,2190,3295
2022-01-10,1190,1671,2182,3283
2022-01-11,1189,1669,2180,3279
2022-01-12,1188,1668,2177,3275
2022-01-13,1186,1666,2174,3271
2022-01-14,1185,1664,2172,3267
2022-01-17,1181,1658,2164,3255
2022-01-18,1179,1656,2161,3251
2022-01-19,1178,1654,2158,3247
2022-01-20,1177,1652,2155,3243
2022-01-21,1175,1650,2153,3239
2022-01-24,1171,1644,2145,3227
2022-01-25,1170,1642,2142,3223
2022-01-26,1168,1640,2139,3219
2022-01-27,1167,1638,2136,3215
2022-01-28,1165,1636,2133,3211
2022-01-31,1161,1629,2125,3198
2022-02-01,1160,1627,2122,3194
2022-02-02,1165,1636,2135,3218
2022-02-03,1170,1644,2148,3241
2022-02-04,1175,1652,2161,3265
2022-02-07,1191,1677,2201,3336
2022-02-08,1196,1685,2214,3360
2022-02-09,1201,1694,2227,3384
2022-02-10,1206,1702,2240,3408
2022-02-11,1211,1710,2253,3432
2022-02-14,1227,1735,2292,3504
2022-02-15,1232,1743,2305,3528
2022-02-16,1237,1751,2319,3552
2022-02-17,1242,1759,2332,3576
2022-02-18,1247,1768,2345,3600
2022-02-21,1262,1792,2384,3672
2022-02-22,1267,1800,2397,3696
2022-02-23,1272,1808,2410,3721
2022-02-24,1277,1816,2423,3745
2022-02-25,1282,1824,2436,3769
2022-02-28,1297,1848,2475,3842
2022-03-01,1302,1856,2488,3866
2022-03-02,1302,1857,2490,3870
2022-03-03,1303,1858,2491,3874
2022-03-04,1303,1859,2493,3878
2022-03-07,1305,1862,2498,3890
2022-03-08,1305,1862,2500,3894
2022-03-09,1306,1863,2501,3897
2022-03-10,1306,1864,2503,3901
2022-03-11,1307,1865,2504,3905
2022-03-14,1308,1867,2509,3916
2022-03-15,1309,1868,2511,3920
2022-03-16,1309,1869,2512,3923
2022-03-17,1310,1869,2514,3927
2022-03-18,1310,1870,2515,3931
2022-03-21,1311,1872,2519,3941
2022-03-22,1312,1873,2521,3944
2022-03-23,1312,1874,2522,3948
2022-03-24,1313,1874,2524,3951
2022-03-25,1313,1875,2525,3955
2022-03-28,1314,1877,2529,3964
2022-03-29,1315,1878,2531,3968
2022-03-30,1315,1879,2532,3971
2022-03-31,1316,1879,2533,3974
2022-04-01,1316,1880,2534,3977
2022-04-04,1312,1873,2524,3960
2022-04-05,1311,1871,2520,3954
2022-04-06,1309,1868,2517,3949
2022-04-07,1308,1866,2513,3943
2022-04-08,1306,1863,2510,3937
2022-04-11,1302,1856,2499,3920
2022-04-12,1301,1854,2496,3914
2022-04-13,1299,1852,2492,3908
2022-04-14,1298,1849,2488,3902
2022-04-15,1296,1847,2485,3896
2022-04-18,1292,1840,2474,3878
2022-04-19,1291,1837,2470,3872
2022-04-20,1289,1835,2467,3866
2022-04-21,1288,1833,2463,3860
2022-04-22,1286,1830,2459,3853
2022-04-25,1282,1823,2448,3835
2022-04-26,1281,1821,2445,3828
2022-04-27,1279,1818,2441,3822
2022-04-28,1278,1816,2437,3816
2022-04-29,1276,1813,2433,3809
2022-05-02,1272,1806,2422,3790
2022-05-03,1271,1804,2418,3784
2022-05-04,1269,1802,2415,3777
2022-05-05,1268,1799,2411,3771
2022-05-06,1267,1797,2407,3764
2022-05-09,1262,1790,2396,3745
2022-05-10,1261,1787,2392,3738
2022-05-11,1260,1785,2388,3731
2022-05-12,1258,1782,2385,3725
2022-05-13,1257,1780,2381,3718
2022-05-16,1253,1773,2370,3698
2022-05-17,1251,1771,2366,3691
2022-05-18,1250,1768,2362,3684
2022-05-19,1249,1766,2358,3677
2022-05-20,1247,1763,2354,3671
2022-05-23,1243,1756,2343,3650
2022-05-24,1242,1754,2339,3643
2022-05-25,1240,1752,2335,3636
2022-05-26,1239,1749,2332,3630
2022-05-27,1238,1747,2328,3623
2022-05-30,1234,1740,2316,3602
2022-05-31,1232,1738,2313,3595
2022-06-01,1231,1735,2309,3588
2022-06-02,1226,1727,2295,3563
2022-06-03,1220,1718,2282,3539
2022-06-06,1204,1692,2241,3465
2022-06-07,1199,1684,2228,3441
2022-06-08,1194,1675,2214,3417
2022-06-09,1189,1667,2201,3392
2022-06-10,1183,1658,2187,3368
2022-06-13,1167,1633,2147,3295
2022-06-14,1162,1624,2133,3271
2022-06-15,1157,1615,2120,3247
2022-06-16,1151,1607,2107,3223
2022-06-17,1146,1598,2093,3199
2022-06-20,1130,1573,2053,3128
2022-06-21,1125,1564,2040,3104
2022-06-22,1119,1556,2027,3080
2022-06-23,1114,1547,2013,3056
2022-06-24,1109,1539,2000,3033
2022-06-27,1093,1513,1961,2962
2022-06-28,1087,1505,1947,2939
2022-06-29,1082,1496,1934,2915
2022-06-30,1077,1488,1921,2892
2022-07-01,1071,1479,1908,2869
2022-07-04,1029,1414,1809,2695
2022-07-05,1015,1392,1776,2638
2022-07-06,1001,1370,1743,2581
2022-07-07,987,1348,1710,2524
2022-07-08,973,1327,1677,2468
2022-07-11,930,1261,1579,2301
2022-07-12,916,1239,1547,2246
2022-07-13,901,1217,1515,2191
2022-07-14,887,1195,1482,2136
2022-07-15,872,1173,1450,2082
2022-07-18,829,1107,1354,1922
2022-07-19,814,1084,1322,1869
2022-07-20,799,1062,1290,1817
2022-07-21,784,1040,1258,1764
2022-07-22,769,1018,1226,1713
2022-07-25,724,951,1132,1559
2022-07-26,709,928,1100,1509
2022-07-27,694,906,1069,1459
2022-07-28,679,884,1038,1410
2022-07-29,663,861,1006,1360
2022-08-01,617,793,913,1215
2022-08-02,630,813,940,1255
2022-08-03,643,832,966,1295
2022-08-04,657,851,992,1336
2022-08-05,670,870,1018,1376
2022-08-08,710,928,1097,1499
2022-08-09,723,947,1123,1541
2022-08-10,736,966,1150,1583
2022-08-11,749,985,1176,1624
2022-08-12,762,1004,1203,1667
2022-08-15,800,1061,1283,1794
2022-08-16,813,1080,1310,1837
2022-08-17,826,1099,1336,1880
2022-08-18,839,1118,1363,1923
2022-08-19,851,1137,1390,1966
2022-08-22,889,1194,1471,2098
2022-08-23,901,1212,1498,2142
2022-08-24,914,1231,1525,2186
2022-08-25,926,1250,1552,2231
2022-08-26,939,1269,1579,2275
2022-08-29,976,1325,1661,2410
2022-08-30,988,1344,1688,2455
2022-08-31,1001,1362,1716,2501
2022-09-01,1013,1381,1743,2546
2022-09-02,1010,1376,1736,2534
2022-09-05,1001,1363,1715,2496
2022-09-06,998,1358,1708,2484
2022-09-07,995,1353,1700,2471
2022-09-08,992,1349,1693,2459
2022-09-09,989,1344,1686,2446
2022-09-12,980,1330,1665,2409
2022-09-13,977,1326,1658,2397
2022-09-14,974,1321,1651,2385
2022-09-15,971,1317,1645,2373
2022-09-16,968,1312,1638,2361
2022-09-19,959,1298,1617,2324
2022-09-20,956,1294,1610,2312
2022-09-21,953,1289,1603,2300
2022-09-22,950,1284,1596,2289
2022-09-23,947,1280,1589,2277
2022-09-26,938,1266,1569,2241
2022-09-27,935,1261,1562,2229
2022-09-28,932,1257,1555,2218
2022-09-29,928,1252,1548,2206
2022-09-30,925,1248,1542,2194
2022-10-03,916,1234,1521,2160
2022-10-04,913,1229,1514,2148
2022-10-05,910,1225,1508,2137
2022-10-06,907,1220,1501,2125
2022-10-07,904,1216,1494,2114
2022-10-10,895,1202,1474,2080
2022-10-11,892,1197,1467,2068
2022-10-12,888,1193,1460,2057
2022-10-13,885,1188,1454,2046
2022-10-14,882,1183,1447,2034
2022-10-17,873,1169,1427,2001
2022-10-18,870,1165,1420,1990
2022-10-19,867,1160,1414,1979
2022-10-20,864,1156,1407,1968
2022-10-21,860,1151,1400,1957
2022-10-24,851,1137,1380,1924
2022-10-25,848,1132,1374,1913
2022-10-26,845,1128,1367,1902
2022-10-27,841,1123,1360,1891
2022-10-28,838,1118,1354,1880
2022-10-31,829,1104,1334,1848
2022-11-01,826,1100,1327,1837
2022-11-02,828,1104,1333,1847
2022-11-03,831,1108,1339,1856
2022-11-04,834,1113,1345,1866
2022-11-07,842,1125,1364,1895
2022-11-08,845,1130,1370,1904
2022-11-09,848,1134,1376,1914
2022-11-10,851,1138,1382,1924
2022-11-11,853,1142,1388,1934
2022-11-14,862,1155,1406,1963
2022-11-15,864,1160,1413,1973
2022-11-16,867,1164,1419,1983
2022-11-17,870,1168,1425,1993
2022-11-18,873,1172,1431,2003
2022-11-21,881,1185,1450,2033
2022-11-22,884,1189,1456,2043
2022-11-23,886,1194,1462,2054
2022-11-24,889,1198,1468,2064
2022-11-25,892,1202,1475,2074
2022-11-28,900,1215,1493,2105
2022-11-29,903,1219,1500,2115
2022-11-30,905,1224,1506,2125
2022-12-01,908,1228,1512,2136
2022-12-02,904,1222,1503,2122
2022-12-05,892,1204,1478,2080
2022-12-06,888,1198,1469,2066
2022-12-07,884,1191,1460,2052
2022-12-08,879,1185,1452,2038
2022-12-09,875,1179,1443,2025
2022-12-12,863,1161,1417,1983
2022-12-13,859,1155,1409,1969
2022-12-14,855,1149,1400,1956
2022-12-15,850,1142,1391,1942
2022-12-16,846,1136,1383,1928
2022-12-19,834,1118,1357,1887
2022-12-20,829,1112,1348,1873
2022-12-21,825,1105,1339,1860
2022-12-22,821,1099,1331,1846
2022-12-23,817,1093,1322,1832
2022-12-26,804,1074,1296,1791
2022-12-27,800,1068,1287,1778
2022-12-28,795,1062,1279,1764
2022-12-29,791,1055,1270,1750
2022-12-30,787,1049,1261,1737
2023-01-02,774,1030,1235,1696
2023-01-03,770,1024,1226,1683
2023-01-04,765,1018,1218,1669
2023-01-05,761,1011,1209,1656
2023-01-06,757,1005,1200,1642
2023-01-09,744,986,1174,1602
2023-01-10,739,979,1165,1588
2023-01-11,735,973,1157,1575
2023-01-12,730,967,1148,1561
2023-01-13,726,960,1139,1548
2023-01-16,713,941,1113,1507
2023-01-17,708,935,1104,1494
2023-01-18,704,928,1095,1481
2023-01-19,700,922,1086,1467
2023-01-20,695,915,1078,1454
2023-01-23,682,896,1051,1414
2023-01-24,677,889,1042,1400
2023-01-25,673,883,1034,1387
2023-01-26,668,876,1025,1374
2023-01-27,664,870,1016,1360
2023-01-30,650,850,990,1320
2023-01-31,646,843,981,1307
2023-02-01,641,837,972,1294
2023-02-02,649,848,987,1318
2023-02-03,656,859,1003,1342
2023-02-06,678,892,1049,1414
2023-02-07,686,903,1064,1438
2023-02-08,693,914,1079,1463
2023-02-09,700,925,1095,1487
2023-02-10,708,936,1110,1512
2023-02-13,730,969,1156,1586
2023-02-14,737,979,1172,1611
2023-02-15,744,990,1187,1636
2023-02-16,751,1001,1203,1662
2023-02-17,759,1012,1218,1687
2023-02-20,780,1044,1265,1763
2023-02-21,787,1055,1280,1788
2023-02-22,794,1066,1296,1814
2023-02-23,801,1077,1311,1840
2023-02-24,809,1087,1327,1865
2023-02-27,830,1120,1374,1943
2023-02-28,837,1130,1389,1969
2023-03-01,844,1141,1405,1995
2023-03-02,840,1136,1397,1983
2023-03-03,837,1130,1390,1972
2023-03-06,826,1115,1368,1937
2023-03-07,823,1109,1361,1925
2023-03-08,819,1104,1353,1914
2023-03-09,816,1099,1346,1902
2023-03-10,812,1094,1338,1890
2023-03-13,802,1078,1316,1855
2023-03-14,798,1072,1309,1844
2023-03-15,795,1067,1301,1832
2023-03-16,791,1062,1294,1820
2023-03-17,787,1057,1286,1809
2023-03-20,777,1041,1264,1774
2023-03-21,773,1035,1257,1762
2023-03-22,770,1030,1249,1750
2023-03-23,766,1025,1242,1738
2023-03-24,763,1019,1234,1727
2023-03-27,752,1003,1212,1692
2023-03-28,748,998,1205,1680
2023-03-29,745,993,1197,1668
2023-03-30,741,987,1190,1657
2023-03-31,738,982,1182,1645
2023-04-03,727,966,1160,1610
2023-04-04,723,960,1152,1598
2023-04-05,720,955,1145,1587
2023-04-06,716,950,1138,1575
2023-04-07,713,944,1130,1563
2023-04-10,702,928,1108,1528
2023-04-11,698,923,1100,1517
2023-04-12,695,918,1093,1505
2023-04-13,691,912,1085,1493
2023-04-14,688,907,1078,1482
2023-04-17,677,891,1056,1447
2023-04-18,673,885,1048,1435
2023-04-19,669,880,1041,1424
2023-04-20,666,874,1033,1412
2023-04-21,662,869,1026,1401
2023-04-24,651,853,1004,1366
2023-04-25,648,848,996,1354
2023-04-26,644,842,989,1343
2023-04-27,640,837,981,1331
2023-04-28,637,831,974,1320
2023-05-01,626,815,952,1286
2023-05-02,628,818,955,1291
2023-05-03,630,820,959,1297
2023-05-04,631,823,963,1303
2023-05-05,633,826,966,1309
2023-05-08,639,833,977,1326
2023-05-09,641,836,980,1331
2023-05-10,642,839,984,1337
2023-05-11,644,841,988,1343
2023-05-12,646,844,991,1348
2023-05-15,651,852,1002,1365
2023-05-16,653,854,1005,1371
2023-05-17,655,857,1009,1376
2023-05-18,657,859,1012,1382
2023-05-19,659,862,1016,1388
2023-05-22,664,870,1027,1404
2023-05-23,666,872,1030,1410
2023-05-24,668,875,1034,1416
2023-05-25,670,877,1037,1421
2023-05-26,672,880,1041,1427
2023-05-29,677,888,1051,1443
2023-05-30,679,890,1055,1449
2023-05-31,681,893,1058,1454
2023-06-01,682,895,1062,1460
2023-06-02,682,895,1061,1459
2023-06-05,682,894,1060,1457
2023-06-06,682,894,1059,1456
2023-06-07,682,894,1059,1455
2023-06-08,682,893,1058,1454
2023-06-09,682,893,1058,1453
2023-06-12,681,892,1057,1451
2023-06-13,681,892,1056,1450
2023-06-14,681,892,1056,1449
2023-06-15,681,892,1055,1448
2023-06-16,681,892,1055,1448
2023-06-19,681,891,1054,1445
2023-06-20,681,891,1053,1444
2023-06-21,681,890,1053,1443
2023-06-22,681,890,1052,1442
2023-06-23,680,890,1052,1442
2023-06-26,680,889,1051,1439
2023-06-27,680,889,1050,1438
2023-06-28,680,889,1050,1437
2023-06-29,680,889,1049,1436
2023-06-30,680,889,1049,1435
2023-07-03,680,888,1048,1433
2023-07-04,680,888,1047,1432
2023-07-05,680,888,1047,1431
2023-07-06,680,887,1047,1430
2023-07-07,680,887,1046,1429
2023-07-10,680,887,1045,1427
2023-07-11,680,887,1045,1426
2023-07-12,680,886,1044,1425
2023-07-13,680,886,1044,1424
2023-07-14,679,886,1044,1423
2023-07-17,679,886,1042,1421
2023-07-18,679,886,1042,1420
2023-07-19,679,885,1042,1419
2023-07-20,679,885,1041,1418
2023-07-21,679,885,1041,1417
2023-07-24,679,885,1040,1415
2023-07-25,679,885,1040,1414
2023-07-26,679,885,1040,1413
2023-07-27,679,885,1039,1412
2023-07-28,679,885,1039,1412
2023-07-31,679,884,1038,1409
2023-08-01,679,884,1038,1409
2023-08-02,690,899,1058,1440
2023-08-03,700,914,1078,1472
2023-08-04,710,929,1099,1504
2023-08-07,740,973,1160,1600
2023-08-08,750,988,1180,1632
2023-08-09,760,1002,1201,1665
2023-08-10,770,1017,1221,1697
2023-08-11,780,1032,1242,1730
2023-08-14,810,1076,1304,1828
2023-08-15,820,1091,1324,1861
2023-08-16,830,1105,1345,1895
2023-08-17,840,1120,1366,1928
2023-08-18,849,1134,1387,1961
2023-08-21,879,1178,1449,2062
2023-08-22,889,1193,1470,2096
2023-08-23,898,1207,1491,2130
2023-08-24,908,1222,1512,2164
2023-08-25,918,1237,1533,2198
2023-08-28,947,1280,1596,2301
2023-08-29,956,1295,1617,2336
2023-08-30,966,1309,1638,2371
2023-08-31,975,1324,1659,2405
2023-09-01,985,1338,1680,2440
2023-09-04,1014,1383,1745,2548
2023-09-05,1024,1398,1767,2584
2023-09-06,1034,1413,1788,2620
2023-09-07,1043,1427,1810,2656
2023-09-08,1053,1442,1832,2693
2023-09-11,1082,1487,1897,2803
2023-09-12,1091,1501,1919,2839
2023-09-13,1101,1516,1941,2876
2023-09-14,1111,1531,1963,2914
2023-09-15,1120,1546,1985,2951
2023-09-18,1149,1590,2052,3063
2023-09-19,1158,1605,2074,3101
2023-09-20,1168,1620,2096,3138
2023-09-21,1177,1634,2118,3176
2023-09-22,1187,1649,2141,3214
2023-09-25,1215,1693,2208,3329
2023-09-26,1225,1708,2230,3367
2023-09-27,1234,1723,2252,3406
2023-09-28,1243,1738,2275,3444
2023-09-29,1253,1753,2297,3483
2023-10-02,1281,1797,2365,3600
2023-10-03,1290,1812,2388,3639
2023-10-04,1300,1827,2410,3679
2023-10-05,1309,1841,2433,3718
2023-10-06,1318,1856,2456,3758
2023-10-09,1346,1900,2524,3877
2023-10-10,1355,1915,2547,3917
2023-10-11,1365,1930,2570,3958
2023-10-12,1374,1945,2593,3998
2023-10-13,1383,1960,2616,4038
2023-10-16,1411,2004,2685,4160
2023-10-17,1420,2019,2709,4201
2023-10-18,1429,2034,2732,4243
2023-10-19,1438,2048,2755,4284
2023-10-20,1448,2063,2778,4325
2023-10-23,1475,2108,2848,4450
2023-10-24,1484,2122,2872,4492
2023-10-25,1493,2137,2895,4534
2023-10-26,1502,2152,2919,4576
2023-10-27,1512,2167,2942,4618
2023-10-30,1539,2211,3013,4746
2023-10-31,1548,2226,3037,4788
2023-11-01,1557,2241,3060,4831
2023-11-02,1545,2222,3030,4775
2023-11-03,1533,2202,2999,4719
2023-11-06,1497,2145,2907,4551
2023-11-07,1485,2125,2876,4495
2023-11-08,1472,2106,2846,4439
2023-11-09,1460,2087,2815,4384
2023-11-10,1448,2067,2784,4329
2023-11-13,1411,2009,2693,4164
2023-11-14,1399,1990,2662,4109
2023-11-15,1386,1970,2632,4055
2023-11-16,1374,1951,2601,4000
2023-11-17,1362,1931,2571,3946
2023-11-20,1324,1872,2479,3784
2023-11-21,1312,1852,2449,3730
2023-11-22,1299,1833,2418,3677
2023-11-23,1286,1813,2388,3623
2023-11-24,1274,1793,2357,3570
2023-11-27,1236,1734,2266,3411
2023-11-28,1223,1714,2236,3358
2023-11-29,1210,1694,2205,3305
2023-11-30,1197,1674,2175,3253
2023-12-01,1184,1654,2145,3201
2023-12-04,1153,1606,2072,3077
2023-12-05,1143,1590,2048,3036
2023-12-06,1132,1574,2024,2995
2023-12-07,1122,1558,2000,2954
2023-12-08,1112,1541,1976,2913
2023-12-11,1080,1493,1904,2791
2023-12-12,1069,1477,1880,2750
2023-12-13,1059,1461,1856,2710
2023-12-14,1048,1444,1832,2670
2023-12-15,1037,1428,1808,2629
2023-12-18,1005,1379,1736,2509
2023-12-19,995,1363,1712,2470
2023-12-20,984,1346,1688,2430
2023-12-21,973,1330,1664,2390
2023-12-22,962,1313,1640,2351
2023-12-25,929,1264,1568,2233
2023-12-26,918,1247,1544,2194
2023-12-27,907,1230,1520,2155
2023-12-28,896,1214,1496,2116
2023-12-29,885,1197,1472,2077
2024-01-01,852,1147,1401,1962
2024-01-02,863,1164,1426,2003
2024-01-03,875,1182,1451,2045
2024-01-04,886,1199,1477,2087
2024-01-05,897,1217,1502,2129
2024-01-08,931,1269,1579,2256
2024-01-09,943,1286,1604,2299
2024-01-10,954,1304,1630,2342
2024-01-11,965,1321,1656,2385
2024-01-12,976,1338,1681,2429
2024-01-15,1009,1390,1759,2560
2024-01-16,1020,1407,1785,2604
2024-01-17,1031,1424,1810,2649
2024-01-18,1042,1441,1836,2693
2024-01-19,1053,1459,1862,2738
2024-01-22,1086,1510,1940,2873
2024-01-23,1097,1527,1966,2918
2024-01-24,1107,1544,1992,2964
2024-01-25,1118,1561,2019,3009
2024-01-26,1129,1578,2045,3055
2024-01-29,1161,1629,2123,3194
2024-01-30,1172,1646,2149,3240
2024-01-31,1182,1663,2176,3287
2024-02-01,1193,1679,2202,3334
2024-02-02,1188,1672,2191,3315
2024-02-05,1174,1650,2158,3260
2024-02-06,1169,1643,2147,3242
2024-02-07,1164,1635,2136,3224
2024-02-08,1160,1628,2125,3205
2024-02-09,1155,1621,2114,3187
2024-02-12,1140,1598,2081,3132
2024-02-13,1136,1591,2070,3113
2024-02-14,1131,1583,2059,3095
2024-02-15,1126,1576,2048,3077
2024-02-16,1121,1569,2037,3058
2024-02-19,1107,1546,2004,3003
2024-02-20,1102,1539,1993,2984
2024-02-21,1097,1531,1982,2966
2024-02-22,1092,1524,1971,2947
2024-02-23,1087,1516,1960,2929
2024-02-26,1073,1494,1927,2874
2024-02-27,1068,1486,1915,2855
2024-02-28,1063,1479,1904,2837
2024-02-29,1058,1471,1893,2818
2024-03-01,1053,1463,1882,2799
2024-03-04,1047,1453,1867,2776
2024-03-05,1044,1450,1862,2768
2024-03-06,1042,1446,1857,2761
2024-03-07,1040,1443,1853,2753
2024-03-08,1038,1439,1848,2745
2024-03-11,1031,1429,1833,2721
2024-03-12,1029,1426,1828,2713
2024-03-13,1026,1422,1823,2705
2024-03-14,1024,1419,1818,2697
2024-03-15,1022,1415,1813,2689
2024-03-18,1015,1405,1798,2665
2024-03-19,1013,1401,1793,2657
2024-03-20,1011,1398,1788,2649
2024-03-21,1008,1394,1782,2641
2024-03-22,1006,1391,1777,2633
2024-03-25,999,1380,1762,2608
2024-03-26,997,1377,1757,2600
2024-03-27,995,1373,1752,2592
2024-03-28,992,1370,1747,2584
2024-03-29,990,1366,1742,2575
2024-04-01,983,1355,1726,2550
2024-04-02,985,1358,1731,2559
2024-04-03,987,1361,1735,2567
2024-04-04,989,1364,1740,2575
2024-04-05,991,1367,1744,2583
2024-04-08,997,1376,1758,2607
2024-04-09,999,1379,1762,2615
2024-04-10,1000,1381,1767,2623
2024-04-11,1002,1384,1771,2631
2024-04-12,1004,1387,1775,2639
2024-04-15,1010,1396,1789,2663
2024-04-16,1012,1399,1793,2671
2024-04-17,1014,1401,1797,2679
2024-04-18,1016,1404,1802,2687
2024-04-19,1017,1407,1806,2695
2024-04-22,1023,1416,1819,2718
2024-04-23,1025,1418,1823,2726
